"Prev.Length","Match.Score","Tile.Size","Prev.Type","Browse.Time"
75,50,0.2,"TT",16.8512427829872
75,75,0.2,"TT",9.12672428317726
75,100,0.2,"TT",15.2530232430305
30,50,0.2,"TT",16.6648935813813
30,75,0.2,"TT",14.9091975728417
30,100,0.2,"TT",19.1343629515259
50,50,0.2,"TT",16.6068049355713
50,75,0.2,"TT",12.7114152196899
50,100,0.2,"TT",15.3262216072365
75,50,0.2,"TT",15.647343263137
75,75,0.2,"TT",10.787980155831
75,100,0.2,"TT",17.3342525525466
30,50,0.2,"TT",16.4719345161436
30,75,0.2,"TT",14.9369291772666
30,100,0.2,"TT",17.9292302990943
50,50,0.2,"TT",17.962024145979
50,75,0.2,"TT",11.3297516814304
50,100,0.2,"TT",14.3840303831431
75,50,0.2,"TT",16.963531091121
75,75,0.2,"TT",11.861764889863
75,100,0.2,"TT",16.0846890097041
30,50,0.2,"TT",16.3657219774283
30,75,0.2,"TT",14.692382886333
30,100,0.2,"TT",17.3883575215963
50,50,0.2,"TT",16.704035326291
50,75,0.2,"TT",12.3926080740594
50,100,0.2,"TT",15.2703230531894
75,50,0.2,"TT",17.6689418761674
75,75,0.2,"TT",11.0433277066263
75,100,0.2,"TT",16.8437089283377
30,50,0.2,"TT",16.578102877956
30,75,0.2,"TT",15.6149177573871
30,100,0.2,"TT",16.2339412070937
50,50,0.2,"TT",17.2843926816716
50,75,0.2,"TT",11.2861507083184
50,100,0.2,"TT",14.7601366570933
75,50,0.2,"TT",15.6586673804361
75,75,0.2,"TT",9.7873601183005
75,100,0.2,"TT",16.3896587485312
30,50,0.2,"TT",16.2694948165211
30,75,0.2,"TT",15.4303918697242
30,100,0.2,"TT",18.1989974577485
50,50,0.2,"TT",16.4629583838182
50,75,0.2,"TT",13.0992609068296
50,100,0.2,"TT",16.5097779186797
75,50,0.2,"TT",14.6778706877981
75,75,0.2,"TT",8.7981253063821
75,100,0.2,"TT",17.9251674748309
30,50,0.2,"TT",17.4679341925848
30,75,0.2,"TT",15.2164160396904
30,100,0.2,"TT",15.264442061735
50,50,0.2,"TT",18.1020022772186
50,75,0.2,"TT",11.8598119470026
50,100,0.2,"TT",15.0441274668161
75,50,0.2,"TT",14.6146534906155
75,75,0.2,"TT",10.3085617293693
75,100,0.2,"TT",16.5074584305896
30,50,0.2,"TT",18.5945654709521
30,75,0.2,"TT",15.803322745605
30,100,0.2,"TT",17.5230761050286
50,50,0.2,"TT",17.4192174735075
50,75,0.2,"TT",12.0198214700001
50,100,0.2,"TT",15.2221656585901
75,50,0.2,"TT",16.4718342594274
75,75,0.2,"TT",9.61871336304732
75,100,0.2,"TT",16.9884759050771
30,50,0.2,"TT",18.579015501638
30,75,0.2,"TT",16.6212157182897
30,100,0.2,"TT",17.0444790504413
50,50,0.2,"TT",16.7962291477218
50,75,0.2,"TT",11.0889564579015
50,100,0.2,"TT",14.989970584603
75,50,0.2,"TT",15.6498548794197
75,75,0.2,"TT",8.16278777292148
75,100,0.2,"TT",15.8220245193703
30,50,0.2,"TT",14.4037195937772
30,75,0.2,"TT",16.6413262876077
30,100,0.2,"TT",19.1682147110708
50,50,0.2,"TT",18.7558722660331
50,75,0.2,"TT",11.865958256599
50,100,0.2,"TT",15.2466079976866
75,50,0.2,"TT",16.6394128948764
75,75,0.2,"TT",8.94537709019293
75,100,0.2,"TT",15.5668833033794
30,50,0.2,"TT",14.1475012650008
30,75,0.2,"TT",16.0230343865536
30,100,0.2,"TT",16.1466385515304
50,50,0.2,"TT",15.6642289426224
50,75,0.2,"TT",11.662887086106
50,100,0.2,"TT",15.6815804530507
75,50,0.2,"TT",17.636768580156
75,75,0.2,"TT",9.20309801199615
75,100,0.2,"TT",15.3326477921476
30,50,0.2,"TT",16.6564831782225
30,75,0.2,"TT",14.5669620266037
30,100,0.2,"TT",17.5377795838632
50,50,0.2,"TT",14.8874654202987
50,75,0.2,"TT",11.4454738883865
50,100,0.2,"TT",13.3879117860576
75,50,0.2,"TT",17.7495665698605
75,75,0.2,"TT",10.1322551900655
75,100,0.2,"TT",16.594001997732
30,50,0.2,"TT",16.809698683268
30,75,0.2,"TT",16.0097873670575
30,100,0.2,"TT",17.9104128833668
50,50,0.2,"TT",14.556264394483
50,75,0.2,"TT",13.5282714114549
50,100,0.2,"TT",13.9849497934877
75,50,0.2,"TT",15.3992614925995
75,75,0.2,"TT",11.3813998312729
75,100,0.2,"TT",18.121235792648
30,50,0.2,"TT",18.1359448272978
30,75,0.2,"TT",14.7274799265786
30,100,0.2,"TT",15.6481527719279
50,50,0.2,"TT",18.3873418461624
50,75,0.2,"TT",9.82783471108266
50,100,0.2,"TT",15.245696165665
75,50,0.2,"TT",15.6932465443937
75,75,0.2,"TT",8.29015559591189
75,100,0.2,"TT",16.3878869894634
30,50,0.2,"TT",16.0021599921195
30,75,0.2,"TT",14.5865630652213
30,100,0.2,"TT",16.8948605683746
50,50,0.2,"TT",15.4349634332129
50,75,0.2,"TT",11.8760637992461
50,100,0.2,"TT",14.3910969085996
75,50,0.2,"TT",15.4791548834824
75,75,0.2,"TT",10.0946946968849
75,100,0.2,"TT",17.6577915404859
30,50,0.2,"TT",16.6482006210937
30,75,0.2,"TT",14.8355226874996
30,100,0.2,"TT",16.8841334018928
50,50,0.2,"TT",18.7655398813154
50,75,0.2,"TT",13.3242532990053
50,100,0.2,"TT",14.4383333411861
75,50,0.2,"TT",15.3875382130089
75,75,0.2,"TT",9.93921117419092
75,100,0.2,"TT",17.0257306368451
30,50,0.2,"TT",18.0297775120318
30,75,0.2,"TT",17.1995668568442
30,100,0.2,"TT",17.1680990212084
50,50,0.2,"TT",18.8770976665303
50,75,0.2,"TT",13.5603343263704
50,100,0.2,"TT",14.2173323850296
75,50,0.2,"TT",15.5634240418001
75,75,0.2,"TT",9.1296745784506
75,100,0.2,"TT",15.9815122295435
30,50,0.2,"TT",16.7071487447528
30,75,0.2,"TT",16.9353376482278
30,100,0.2,"TT",17.0280066490013
50,50,0.2,"TT",15.9875719083438
50,75,0.2,"TT",11.855481005485
50,100,0.2,"TT",16.2105703664214
75,50,0.2,"TT",14.9911495308412
75,75,0.2,"TT",10.363954556384
75,100,0.2,"TT",15.1145241732365
30,50,0.2,"TT",17.6906335504324
30,75,0.2,"TT",13.4179604774358
30,100,0.2,"TT",17.9785017647433
50,50,0.2,"TT",15.6608484250826
50,75,0.2,"TT",12.3013949782464
50,100,0.2,"TT",14.9698337009783
75,50,0.2,"TT",15.2372116003758
75,75,0.2,"TT",10.6120239178456
75,100,0.2,"TT",17.4202206846309
30,50,0.2,"TT",17.7913385212772
30,75,0.2,"TT",15.3605566083651
30,100,0.2,"TT",19.4912570614588
50,50,0.2,"TT",16.9267116363495
50,75,0.2,"TT",12.5928245827771
50,100,0.2,"TT",14.5577685792713
75,50,0.2,"TT",14.5906484071528
75,75,0.2,"TT",10.3612877079101
75,100,0.2,"TT",16.6847737725293
30,50,0.2,"TT",15.9275804282953
30,75,0.2,"TT",15.165860527838
30,100,0.2,"TT",16.9334689041824
50,50,0.2,"TT",15.8994239443078
50,75,0.2,"TT",13.4944103352918
50,100,0.2,"TT",15.8146690957717
75,50,0.2,"TT",14.7327931987586
75,75,0.2,"TT",12.0300792517303
75,100,0.2,"TT",14.799165798598
30,50,0.2,"TT",16.74375999441
30,75,0.2,"TT",14.9083963477629
30,100,0.2,"TT",18.8093880765489
50,50,0.2,"TT",17.0264864253102
50,75,0.2,"TT",13.7086545826101
50,100,0.2,"TT",12.948690391794
75,50,0.2,"TT",16.1333901893337
75,75,0.2,"TT",8.95972004710284
75,100,0.2,"TT",17.029662903411
30,50,0.2,"TT",14.3333965922701
30,75,0.2,"TT",14.5426429686964
30,100,0.2,"TT",17.1975842101504
50,50,0.2,"TT",16.8949294193185
50,75,0.2,"TT",11.5428799037082
50,100,0.2,"TT",14.5492243844413
75,50,0.2,"TT",14.9865241262951
75,75,0.2,"TT",10.4449617752755
75,100,0.2,"TT",16.0245162480254
